SPEAKER_TYPE,DEBATE_DATE,DEBATE_TIME_UTC,DEBATE_TIMESTAMP_UTC,DEBATE_NAME,SPEAKER,TEXT,NEG,NEU,POS,COMPOUND,FIRSTMATCH,STARTTIME,LASTMATCH,ENDTIME,SIMPLE,MATCHED,RATIO,CANDIDATE_ID,FEC_CANDIDATE_ID,FEC_COMMITTEE_ID,PARTY,ACTIVE,TWITTER_PRIMARY,TWITTER_ALL,IS_INCUMBENT,NAME_FIRST,NAME_LAST,NAME_FULL
candidate,2019-06-27,01:23:18,2019-06-28 01:23:18.000,NBC 06-27-2019 Night 2,BUTTIGIEG,Yeah we've talked  look everybody who says Medicare for all every person in politics who allows that phrase to escape their lips has a responsibility to explain how you're actually supposed to get from here to there.,0.0,0.897,0.103,0.4404,3686,1397.997,3722,1410.977,yeah we've talked look everybody who says medicare for all every person in politics who allows that phrase to escape their lips has a responsibility to explain how you're actually supposed to get from here to there,yeah we've taught look everybody who says medicare for all every person in politics who allows that phrase to escape their lips has a responsibility to explain how you're actually supposed to get from here to there,0.9813084112149533,14.00000,P00010298,C00697441,Democrat,TRUE,@PETEBUTTIGIEG,"[
  ""@PETEBUTTIGIEG""
]",FALSE,Pete,Buttigieg,"Buttigieg, Pete"
candidate,2019-06-27,01:23:33,2019-06-28 01:23:33.000,NBC 06-27-2019 Night 2,BUTTIGIEG,Now here's how I would do it. It's very similar. I would call it Medicare for all who want it. You take something like Medicare a flavor of that you make it available on the exchanges people can buy in. And then if people like us are right that that will be not only a more inclusive plan but a more efficient plan than any of the corporate answers out there then it will be a very natural glide path to the single-payer environment.,0.0,0.854,0.146,0.888,3723,1413.317,3802,1433.077,now here's how i would do it it's very similar i would call it medicare for all who want it you take something like medicare a flavor of that you make it available on the exchanges people can buy in and then if people like us are right that that will be not only a more inclusive plan but a more efficient plan than any of the corporate answers out there then it will be a very natural glide path to the single-payer environment,how i would be oh very similar i would call it medicare for all who wanted you take something like medicare of flavor of that you make it available on the exchanges people could buy in and then if people like us are right that that will be not only amore inclusive plan but a more efficient plan than any of the corporate answers out there then it will be a very natural glide path to the single payer environment,0.9512485136741974,14.00000,P00010298,C00697441,Democrat,TRUE,@PETEBUTTIGIEG,"[
  ""@PETEBUTTIGIEG""
]",FALSE,Pete,Buttigieg,"Buttigieg, Pete"
candidate,2019-06-27,01:23:53,2019-06-28 01:23:53.000,NBC 06-27-2019 Night 2,BUTTIGIEG,But let's remember even in countries that have outright socialized medicine like England even there there's still a private sector. That's fine. It's just that for our primary care we can't be relying on the tender mercies of the corporate system.,0.0,0.831,0.169,0.7579,3803,1433.087,3843,1445.497,but let's remember even in countries that have outright socialized medicine like england even there there's still a private sector that's fine it's just that for our primary care we can't be relying on the tender mercies of the corporate system,but let's remember even in countries that have outright socialized medicine like england even there there's still a private sector that's fine it's just that for a primary care we can't be relying on the tender mercies of the corporate system,0.9917695473251029,14.00000,P00010298,C00697441,Democrat,TRUE,@PETEBUTTIGIEG,"[
  ""@PETEBUTTIGIEG""
]",FALSE,Pete,Buttigieg,"Buttigieg, Pete"
candidate,2019-06-27,01:24:06,2019-06-28 01:24:06.000,NBC 06-27-2019 Night 2,BUTTIGIEG,This one is very personal for me. I started out this year dealing with the terminal illness of my father. I make decisions for a living and nothing could have prepared me for the kind of decisions our family faced.,0.111,0.889,0.0,-0.5213,3844,1445.677,3881,1455.386,this one is very personal for me i started out this year dealing with the terminal illness of my father i make decisions for a living and nothing could have prepared me for the kind of decisions our family faced,this very personal for me i started out this year dealing with the terminal illness and my father i make decisions for a living and nothing could have prepared me for the kind of decisions are family faced,0.9615384615384616,14.00000,P00010298,C00697441,Democrat,TRUE,@PETEBUTTIGIEG,"[
  ""@PETEBUTTIGIEG""
]",FALSE,Pete,Buttigieg,"Buttigieg, Pete"
candidate,2019-06-27,01:24:16,2019-06-28 01:24:16.000,NBC 06-27-2019 Night 2,BUTTIGIEG,But the thing we had going for us was that we never had to make those decisions based on whether it was going to bankrupt our family because of Medicare. And I want every family to have that same freedom to do what is medically right not live in financial fear.,0.117,0.789,0.094,-0.3182,3882,1455.526,3926,1467.656,but the thing we had going for us was that we never had to make those decisions based on whether it was going to bankrupt our family because of medicare and i want every family to have that same freedom to do what is medically right not live in financial fear,but the thing we had going for us was that we never had to make those decisions based on whether it was going to bankrupt our family because of medicare and i want every family tad that same freedom to do what is medically right,0.9322381930184805,14.00000,P00010298,C00697441,Democrat,TRUE,@PETEBUTTIGIEG,"[
  ""@PETEBUTTIGIEG""
]",FALSE,Pete,Buttigieg,"Buttigieg, Pete"
moderator,2019-06-27,01:24:29,2019-06-28 01:24:29.000,NBC 06-27-2019 Night 2,HOLT,Your time is complete. Vice President Biden I want to put the question to you. You were an architect  one of the architects of Obamacare. So where do we go from here?,0.0,0.958,0.042,0.0772,3927,1469.406,3952,1475.706,your time is complete vice president biden i want to put the question to you you were an architect one of the architects of obamacare so where do we go from here,complete vice president biden want put the question to you were an it one of the architects of obamacare so what do we go from here,0.8835616438356164,,,,,,,,,,,
candidate,2019-06-27,01:24:36,2019-06-28 01:24:36.000,NBC 06-27-2019 Night 2,BIDEN,Well look this is very personal to me. When my wife and daughter were killed in an automobile accident my two boys were very very badly injured. I couldn't imagine what it would be like if I'd not had adequate health care available to me.,0.27,0.6,0.13,-0.8548,3953,1476.296,3991,1490.076,well look this is very personal to me when my wife and daughter were killed in an automobile accident my two boys were very very badly injured i couldn't imagine what it would be like if i'd not had adequate health care available to me,look this is very personal to me when uh my wife and daughter were killed automobile accident my two boys were really very badly injured i couldn't imagine would it be like and not had adequate health care available,0.9022222222222223,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
candidate,2019-06-27,01:24:51,2019-06-28 01:24:51.000,NBC 06-27-2019 Night 2,BIDEN,And then when my son came home from Iraq after a year he was diagnosed with terminal cancer and he was given months to live. I can't fathom what would have happened if in fact they said by the way the last six months of your life you're on your own. We're cutting off. You've used up your time.,0.097,0.903,0.0,-0.7096,3993,1491.196,4050,1506.616,and then when my son came home from iraq after a year he was diagnosed with terminal cancer and he was given months to live i can't fathom what would have happened if in fact they said by the way the last six months of your life you're on your own we're cutting off you've used up your time,and then when my son came home from iraq after a year was diagnosed with terminal cancer and he was given months to live i can't fathom what would have happened if in fact they said by the way the last six months of your life you're on your own we're cutting off you've used up your time,0.9948006932409013,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
candidate,2019-06-27,01:25:07,2019-06-28 01:25:07.000,NBC 06-27-2019 Night 2,BIDEN,The fact of the matter is that the quickest fastest way to do it is build on Obamacare to build on what we did.,0.0,0.954,0.046,0.0258,4051,1507.176,4074,1513.426,the fact of the matter is that the quickest fastest way to do it is build on obamacare to build on what we did,the fact of the matter is that the quickest fastest way to do is build on obama care to build on what we did,0.981651376146789,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
candidate,2019-06-27,01:25:13,2019-06-28 01:25:13.000,NBC 06-27-2019 Night 2,BIDEN,And secondly  secondly to make sure that everyone does have an option. Everyone whether they have private insurance or employer insurance and no insurance they in fact can buy in in the exchange to a Medicare-like plan. And the way to do that  we can do it quickly.,0.044,0.909,0.046,0.0258,4075,1513.436,4118,1529.476,and secondly secondly to make sure that everyone does have an option everyone whether they have private insurance or employer insurance and no insurance they in fact can buy in in the exchange to a medicare-like plan and the way to do that we can do it quickly,secondly secondly to make sure that everyone does have an option everyone whether they have private insurance employer insurance or no insurance they fact could buy it in the exchange to medicare like plan and the way to do that we can do it,0.9301397205588823,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
candidate,2019-06-27,01:25:30,2019-06-28 01:25:30.000,NBC 06-27-2019 Night 2,BIDEN,Look urgency matters. There's people right now facing what I faced and what we faced without any of the help I had. We must move now. I'm against any Democrat who opposes,0.0,0.881,0.119,0.4215,4120,1529.736,4151,1542.806,look urgency matters there's people right now facing what i faced and what we faced without any of the help i had we must move now i'm against any democrat who opposes,look urgency matters there's people right now facing what i faced and what we faced without any of the help i had we must move now i'm against any democrat who opposes,1.0,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
moderator,2019-06-27,01:25:43,2019-06-28 01:25:43.000,NBC 06-27-2019 Night 2,HOLT,Vice president Biden,0.0,1.0,0.0,0.0,4152,1543.076,,,vice president biden,,0.0,,,,,,,,,,,
candidate,2019-06-27,01:25:45,2019-06-28 01:25:45.000,NBC 06-27-2019 Night 2,BIDEN, and takes down Obamacare and any Republican who wants to get rid of Obamacare.,0.0,1.0,0.0,0.0,4155,1544.896,4164,1546.556,and takes down obamacare and any republican who wants to get rid of obamacare,and then a republican who wants to get rid of,0.7213114754098361,29.00000,P80000722,C00703975,Democrat,TRUE,@JOEBIDEN,"[
  ""@JOEBIDEN""
]",FALSE,Joseph,Biden,"Biden, Joseph R. Jr."
moderator,2019-06-27,01:25:47,2019-06-28 01:25:47.000,NBC 06-27-2019 Night 2,HOLT,Let me turn to Senator Sanders. Senator Sanders you have basically  you basically want to scrap the private health insurance system as we know it and replace it with a government-run plan. None of the states that have tried something like that California Vermont New York has struggled with it have been successful. If politicians can't make it work in those states how would you implement it on a national level? How does this work?,0.03,0.869,0.1,0.6767,4165,1546.556,4235,1567.486,let me turn to senator sanders senator sanders you have basically you basically want to scrap the private health insurance system as we know it and replace it with a government-run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians can't make it work in those states how would you implement it on a national level how does this work,let me let me turn to senator sanders basically basically want to scrap the private health insurance system as we know it and replace it with a government run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians can't make it work in those states how would you implement it on a national level this work,0.9428918590522479,,,,,,,,,,,
candidate,2019-06-27,01:26:08,2019-06-28 01:26:08.000,NBC 06-27-2019 Night 2,SANDERS,Lester I find it hard to believe that every other major country on Earth including my neighbor 50 miles north of me Canada somehow has figured out a way to provide health care to every man woman and child and in most cases they're spending 50 percent per capita what we are spending.,0.026,0.914,0.06,0.4215,4236,1567.926,4286,1588.026,lester i find it hard to believe that every other major country on earth including my neighbor 50 miles north of me canada somehow has figured out a way to provide health care to every man woman and child and in most cases they're spending 50 percent per capita what we are spending,i find it hard to believe that every other major country on earth including my neighbor 50 miles north of me canada somehow has figured out a way to provide health care to every man woman and child and in most cases they're spending 50% per capita what we are spending,0.9709090909090909,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
candidate,2019-06-27,01:26:29,2019-06-28 01:26:29.000,NBC 06-27-2019 Night 2,SANDERS,Let's be clear. Let us be very clear. The function of health care today from the insurance and drug company perspective is not to provide quality care to all in a cost-effective way. The function of the health care system today is to make billions in profits for the insurance companies.,0.0,0.713,0.287,0.9493,4287,1588.746,4338,1609.646,let's be clear let us be very clear the function of health care today from the insurance and drug company perspective is not to provide quality care to all in a cost-effective way the function of the health care system today is to make billions in profits for the insurance companies,let's be clear let us be very clear the function off health care today from the insurance and drug company perspective is not to provide quality care toe all in a cost effective way the function of the health care system today is to make billions in profits for the insurance companies,0.9929577464788732,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
candidate,2019-06-27,01:26:50,2019-06-28 01:26:50.000,NBC 06-27-2019 Night 2,SANDERS,And last year if you can believe it while we pay the highest prices in the world for prescription drugs  and I will lower prescription drugs prices in half in this country  top 10 companies made $69 billion in profit. They will spend hundreds of millions of dollars lying to the American people telling us why we cannot have a Medicare for all single-payer program.,0.1,0.832,0.067,-0.3182,4339,1609.906,4402,1635.696,and last year if you can believe it while we pay the highest prices in the world for prescription drugs and i will lower prescription drugs prices in half in this country top 10 companies made $69 billion in profit they will spend hundreds of millions of dollars lying to the american people telling us why we cannot have a medicare for all single-payer program,"and last year if you could believe it while we pay the highest price is in the world for prescription drugs and i will lower prescription drug prices in half in this country top 10 companies make 69 $1,000,000,000 in profit they will spend hundreds of millions of dollars lying to the american people telling us why we cannot a medicare i just have",0.9026798307475318,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
moderator,2019-06-27,01:27:16,2019-06-28 01:27:16.000,NBC 06-27-2019 Night 2,HOLT,Senator Senator I just have  I just have to follow up there. How do you implement it on a national level?,0.0,1.0,0.0,0.0,4403,1635.696,4413,1638.336,senator senator i just have i just have to follow up there how do you implement it on a national level,to follow up how do you implement it out of national,0.6233766233766234,,,,,,,,,,,
candidate,2019-06-27,,,NBC 06-27-2019 Night 2,SANDERS,I'm sorry?,0.565,0.435,0.0,-0.0772,,,,,i'm sorry,,0.0,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
moderator,2019-06-27,01:27:19,2019-06-28 01:27:19.000,NBC 06-27-2019 Night 2,HOLT,How do you implement it on a national level?,0.0,1.0,0.0,0.0,4414,1638.816,4422,1641.306,how do you implement it on a national level,how do you implement it on a national level,1.0,,,,,,,,,,,
candidate,2019-06-27,01:27:21,2019-06-28 01:27:21.000,NBC 06-27-2019 Night 2,SANDERS,OK.,0.0,0.0,1.0,0.296,4423,1641.306,,,ok,,0.0,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
moderator,2019-06-27,01:27:21,2019-06-28 01:27:21.000,NBC 06-27-2019 Night 2,HOLT,Given the fact that it's not succeeded and other states have tried?,0.175,0.825,0.0,-0.3252,4423,1641.306,4432,1643.486,given the fact that it's not succeeded and other states have tried,given the fact that it's not succeeded in other states,0.8833333333333333,,,,,,,,,,,
candidate,2019-06-27,01:27:24,2019-06-28 01:27:24.000,NBC 06-27-2019 Night 2,SANDERS,I will tell you how we'll do it. We'll do it the way real change has always taken place whether it was the labor movement the civil rights movement or the women's movement. We will have Medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone that health care is a human right not something to make huge profits off of.,0.0,0.876,0.124,0.8519,4435,1643.896,4509,1669.196,i will tell you how we'll do it we'll do it the way real change has always taken place whether it was the labor movement the civil rights movement or the women's movement we will have medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone that health care is a human right not something to make huge profits off of,i will tell you how do it we'll do it the way real change has always taken place whether it was the labor movement the civil rights movement or the women's will be we will have medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that dad day is gone that health care is a human right not something to make,0.9408805031446541,6.00000,P60007168,C00696948,Democrat,TRUE,@SENSANDERS,"[
  ""@SENSANDERS"",
  ""@BERNIESANDERS""
]",FALSE,Bernie,Sanders,"Sanders, Bernie"
moderator,2019-06-27,01:27:49,2019-06-28 01:27:49.000,NBC 06-27-2019 Night 2,HOLT,Thank you.,0.0,0.286,0.714,0.3612,4510,1669.196,4510,1669.386,thank you,you,0.5,,,,,,,,,,,
moderator,2019-06-27,,,NBC 06-27-2019 Night 2,HOLT,All right Ms. Williamson,0.0,1.0,0.0,0.0,,,,,all right ms williamson,,0.0,,,,,,,,,,,
moderator,2019-06-27,01:27:53,2019-06-28 01:27:53.000,NBC 06-27-2019 Night 2,HOLT,Ms. Williamson this is a question for you.,0.0,1.0,0.0,0.0,4512,1673.226,4517,1674.486,ms williamson this is a question for you,this is a question for you,0.7878787878787878,,,,,,,,,,,
moderator,2019-06-27,01:27:56,2019-06-28 01:27:56.000,NBC 06-27-2019 Night 2,HOLT,Excuse me. Excuse me. I'm addressing the question to Ms. Williamson. We've been talking a lot about access to health insurance. But for many Americans their most pressing concern is the high cost of health care. How would you lower the cost of prescription drugs?,0.046,0.833,0.121,0.3818,4518,1676.016,4554,1687.776,excuse me excuse me i'm addressing the question to ms williamson we've been talking a lot about access to health insurance but for many americans their most pressing concern is the high cost of health care how would you lower the cost of prescription drugs,i'm addressing the question we've been talking a lot about access to health insurance but for many americans most pressing concern is the high cost of health care how would you lower the cost of prescription drugs,0.908315565031983,,,,,,,,,,,
candidate,2019-06-27,01:28:08,2019-06-28 01:28:08.000,NBC 06-27-2019 Night 2,WILLIAMSON,Well first of all the government should never have made the deal with big pharma that they couldn't negotiate. That was just part of the regular corruption by which multinational corporations have their way with us.,0.0,0.943,0.057,0.2732,4555,1687.966,4590,1697.211,well first of all the government should never have made the deal with big pharma that they couldn't negotiate that was just part of the regular corruption by which multinational corporations have their way with us,well first of all the government should never have made the deal with the farmer that they couldn't negotiate that was just part of the regular corruption by which multinational corporations have their way with us,0.971830985915493,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
candidate,2019-06-27,01:28:17,2019-06-28 01:28:17.000,NBC 06-27-2019 Night 2,WILLIAMSON,You know I want to say that while I agree with  and I'm with Senator Bennet and others but I agree with almost everything here  I'll tell you one thing it's really nice if we've got all these plans but if you think we're going to beat Donald Trump by just having all these plans you've got another thing coming because he didn't win by saying he had a plan. He won by simply saying make America great again.,0.044,0.73,0.225,0.9508,4591,1697.411,4667,1716.431,you know i want to say that while i agree with and i'm with senator bennet and others but i agree with almost everything here i'll tell you one thing it's really nice if we've got all these plans but if you think we're going to beat donald trump by just having all these plans you've got another thing coming because he didn't win by saying he had a plan he won by simply saying make america great again,you know i want to say that while i agree with i'm with senator bennett and others but i agree with almost everything here i'll tell you one thing it's really nice of the god all these plans but if you think we're gonna be donald trump by just having all these plans you got another thing coming because he didn't win i think he had a plan he won by simply saying make america great again,0.9532237673830595,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
candidate,2019-06-27,01:28:37,2019-06-28 01:28:37.000,NBC 06-27-2019 Night 2,WILLIAMSON,We've got to get deeper than just these superficial fixes as important as they are. Even if we're just talking about the superficial fixes ladies and gentlemen we don't have a health care system in the United States. We have a sickness care system in the United States. We just wait until somebody gets sick and then we talk about who's going pay for the treatment and how they're going to be treated.,0.122,0.787,0.091,-0.3728,4668,1716.611,4741,1736.921,we've got to get deeper than just these superficial fixes as important as they are even if we're just talking about the superficial fixes ladies and gentlemen we don't have a health care system in the united states we have a sickness care system in the united states we just wait until somebody gets sick and then we talk about who's going pay for the treatment and how they're going to be treated,we've got to get deeper than just the superficial six is as important as they are even if we're just talking about the superficial fixes ladies and gentlemen we don't have a health care system in the united states we have a sickness care system in the united states we just wait till somebody gets sick and then we talk about who's gonna pay for the treatment and how they're going to be treated,0.9823232323232324,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
candidate,2019-06-27,01:28:57,2019-06-28 01:28:57.000,NBC 06-27-2019 Night 2,WILLIAMSON,What we need to talk about is why so many Americans have unnecessary chronic illnesses so many more compared to other countries. And that gets back into not just the health  the big pharma not just health insurance companies it has to do with chemical policies it has to do with environmental policies,0.058,0.942,0.0,-0.4939,4743,1737.331,4792,1753.791,what we need to talk about is why so many americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the health the big pharma not just health insurance companies it has to do with chemical policies it has to do with environmental policies,we need to talk about is why so many americans have a necessary chronic illnesses so many more compared to other countries and that gets back into not just the big pharma not just health insurance companies it has to do with chemical policies it has to do with environmental,0.9493891797556719,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
moderator,2019-06-27,,,NBC 06-27-2019 Night 2,HOLT,All right Ms. Williamson your time is expired.,0.0,1.0,0.0,0.0,,,,,all right ms williamson your time is expired,,0.0,,,,,,,,,,,
candidate,2019-06-27,01:29:22,2019-06-28 01:29:22.000,NBC 06-27-2019 Night 2,WILLIAMSON,It has to do with food policies.,0.0,1.0,0.0,0.0,4796,1761.941,4796,1762.001,it has to do with food policies,to,0.12121212121212122,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
candidate,2019-06-27,01:29:24,2019-06-28 01:29:24.000,NBC 06-27-2019 Night 2,WILLIAMSON,It has to do with drug policies. It has to do with environment policies.,0.0,1.0,0.0,0.0,4805,1763.501,4805,1763.611,it has to do with drug policies it has to do with environment policies,with,0.10810810810810811,18.00000,P00009910,C00696054,Democrat,TRUE,@MARWILLIAMSON,"[
  ""@MARWILLIAMSON""
]",FALSE,Marianne,Williamson,"Williamson, Marianne"
moderator,2019-06-27,01:29:25,2019-06-28 01:29:25.000,NBC 06-27-2019 Night 2,HOLT,Senator Bennet a question for you. You want to keep the system that we have in place with Obamacare and build on it. You mentioned that a moment ago. Is that enough to get us to universal coverage?,0.0,0.964,0.036,0.0772,4813,1765.241,4834,1770.931,senator bennet a question for you you want to keep the system that we have in place with obamacare and build on it you mentioned that a moment ago is that enough to get us to universal coverage,a moment ago is that enough to get us to universal i believe that will get us the quickest way there and,0.4175084175084175,,,,,,,,,,,
candidate,2019-06-27,01:29:31,2019-06-28 01:29:31.000,NBC 06-27-2019 Night 2,BENNET,I believe that will get us the quickest way there. And I thought the vice president was very moving about this and Mayor Pete as well.,0.0,0.916,0.084,0.2732,4835,1770.931,4861,1778.341,i believe that will get us the quickest way there and i thought the vice president was very moving about this and mayor pete as well,i thought vice president was very moving about this and may repeat as well i had prostate cancer recently as you may know and why i was,0.5318352059925093,23.00000,P00011833,C00705186,Democrat,TRUE,@SENATORBENNET,"[
  ""@SENATORBENNET"",
  ""@MICHAELBENNET""
]",FALSE,Michael,Bennet,"Bennet, Michael F."
candidate,2019-06-27,01:29:41,2019-06-28 01:29:41.000,NBC 06-27-2019 Night 2,BENNET,I had prostate cancer recently as you may know and it's why I was a little late getting in the race. The same week my kid had her appendectomy. And I feel very strongly that families ought to be able to have this choice. I think that's what the American people want.,0.084,0.845,0.071,-0.4033,4874,1780.981,4913,1792.331,i had prostate cancer recently as you may know and it's why i was a little late getting in the race the same week my kid had her appendectomy and i feel very strongly that families ought to be able to have this choice i think that's what the american people want,had a me out and i feel very strongly that families ought to be ableto have this choice i think that's what the american people want i believe it will get us there quickly i there are millions of people,0.5646551724137931,23.00000,P00011833,C00705186,Democrat,TRUE,@SENATORBENNET,"[
  ""@SENATORBENNET"",
  ""@MICHAELBENNET""
]",FALSE,Michael,Bennet,"Bennet, Michael F."
candidate,2019-06-27,01:29:52,2019-06-28 01:29:52.000,NBC 06-27-2019 Night 2,BENNET,I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can't. They're too wealthy. Wealthy? They make too much money to be on Medicaid. They can't afford health insurance.,0.047,0.897,0.056,0.1002,4914,1792.331,4943,1800.971,i believe it will get us there quickly there are millions of people in america that do not have health insurance today because they can't they're too wealthy wealthy they make too much money to be on medicaid they can't afford health insurance,in america that do not have health insurance today because they can't they're too wealthy wealthy they make too much money to be on medicaid they can't afford health insurance,0.8373205741626795,23.00000,P00011833,C00705186,Democrat,TRUE,@SENATORBENNET,"[
  ""@SENATORBENNET"",
  ""@MICHAELBENNET""
]",FALSE,Michael,Bennet,"Bennet, Michael F."
candidate,2019-06-27,01:30:01,2019-06-28 01:30:01.000,NBC 06-27-2019 Night 2,BENNET,When Senator Sanders says that Canada is single payer there are 35 million people in Canada. There are 330 million people in the United States easily the number of people on a public option that  it could easily be 35 million. And for them it would be Medicare for all as Mayor Buttigieg says. But for others that want to keep it they should be able to keep it. And I think that will be the fastest way to get where we need to go.,0.0,0.884,0.116,0.802,4944,1801.061,5027,1829.656,when senator sanders says that canada is single payer there are 35 million people in canada there are 330 million people in the united states easily the number of people on a public option that it could easily be 35 million and for them it would be medicare for all as mayor buttigieg says but for others that want to keep it they should be able to keep it and i think that will be the fastest way to get where we need to go,"when senator sanders says that canada is single payer there are 35,000,000 people in canada there are 330,000,000 people in the united states easily the number of people on a public option that could it could easily be 35,000,000 and for them would be medicare for all a cz mayor jed says but for others who want to keep it they should be able to keep it and and i think that will be the fastest way to get where we need to go",0.9058823529411765,23.00000,P00011833,C00705186,Democrat,TRUE,@SENATORBENNET,"[
  ""@SENATORBENNET"",
  ""@MICHAELBENNET""
]",FALSE,Michael,Bennet,"Bennet, Michael F."
candidate,2019-06-27,01:30:30,2019-06-28 01:30:30.000,NBC 06-27-2019 Night 2,BENNET,Also I will say  Bernie is a very honest person. He has said over and over again unlike others that have supported this legislation over and over again that this will ban make illegal all insurance except cosmetic except insurance for  I guess that's for plastic surgery. Everything else is banned under the Medicare for all proposal,0.157,0.753,0.091,-0.6494,5029,1829.946,5081,1849.986,also i will say bernie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will ban make illegal all insurance except cosmetic except insurance for i guess that's for plastic surgery everything else is banned under the medicare for all proposal,i will say birdie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will ban make illegal all insurance except cosmetic except insurance for i guess that's for plastic surgery everything else is banned under the medicare,0.9591194968553459,23.00000,P00011833,C00705186,Democrat,TRUE,@SENATORBENNET,"[
  ""@SENATORBENNET"",
  ""@MICHAELBENNET""
]",FALSE,Michael,Bennet,"Bennet, Michael F."
moderator,2019-06-27,01:30:51,2019-06-28 01:30:51.000,NBC 06-27-2019 Night 2,HOLT,Let's go a little longer but,0.0,1.0,0.0,0.0,5084,1851.326,5089,1852.846,let's go a little longer but,let's go a little longer but,1.0,,,,,,,,,,,
candidate,2019-06-27,01:30:53,2019-06-28 01:30:53.000,NBC 06-27-2019 Night 2,HARRIS,I'd like to add a point here.,0.0,0.667,0.333,0.3612,5090,1852.846,5098,1855.036,i'd like to add a point here,i want but obviously senator sanders you get a,0.35135135135135137,8.00000,P00009423,C00694455,Democrat,TRUE,@KAMALAHARRIS,"[
  ""@KAMALAHARRIS""
]",FALSE,Kamala,Harris,"Harris, Kamala D."
moderator,2019-06-27,01:30:58,2019-06-28 01:30:58.000,NBC 06-27-2019 Night 2,HOLT,But I want  but obviously Senator Sanders you get a response.,0.0,0.874,0.126,0.0387,5103,1858.326,5103,1858.496,but i want but obviously senator sanders you get a response,you,0.0967741935483871,,,,,,,,,,,
candidate,2019-06-27,,,NBC 06-27-2019 Night 2,HARRIS,I'd like to add a point here.,0.0,0.667,0.333,0.3612,,,,,i'd like to add a point here,,0.0,8.00000,P00009423,C00694455,Democrat,TRUE,@KAMALAHARRIS,"[
  ""@KAMALAHARRIS""
]",FALSE,Kamala,Harris,"Harris, Kamala D."
moderator,2019-06-27,,,NBC 06-27-2019 Night 2,HOLT,Senator Sanders just respond to that.,0.0,1.0,0.0,0.0,,,,,senator sanders just respond to that,,0.0,,,,,,,,,,,
